sentence,references
"In the deep learning era, neural networks are often used to learn a continuous volumetric scene representation [34], [35]","[34] L. Mescheder, M. Oechsle, M. Niemeyer, S. Nowozin, and A. Geiger, “Occupancy networks: Learning 3d reconstruction in function space,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2019, pp. 4460–4470.;[35] J. J. Park, P. Florence, J. Straub, R. Newcombe, and S. Lovegrove, “Deepsdf: Learning continuous signed distance functions for shape representation,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2019, pp. 165–174."
The most prominent example is NeRF [12],"[12] B. Mildenhall, P. P. Srinivasan, M. Tancik, J. T. Barron, R. Ramamoorthi, and R. Ng, “Nerf: Representing scenes as neural radiance fields for view synthesis,” in Proc. Eur. Conf. Comput. Vis., 2020, pp. 405–421."
"Note that typically, the color $c$ is direction-dependent, whereas the volume density $\\sigma$ is not [12].  
• Explicit Radiance Field","[12] B. Mildenhall, P. P. Srinivasan, M. Tancik, J. T. Barron, R. Ramamoorthi, and R. Ng, “Nerf: Representing scenes as neural radiance fields for view synthesis,” in Proc. Eur. Conf. Comput. Vis., 2020, pp. 405–421."
"An explicit radiance field directly represents the distribution of light in a discrete spatial structure, such as a voxel grid or a set of points [36], [37]","[36] C. Sun, M. Sun, and H.-T. Chen, “Direct voxel grid optimization: Super-fast convergence for radiance fields reconstruction,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2022, pp. 5459– 5469.;[37] S. Fridovich-Keil, G. Meanti, F. R. Warburg, B. Recht, and A. Kanazawa, “K-planes: Explicit radiance fields in space, time, and appearance,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2023, pp. 12 479–12 488."
"Another one is directly storing coefficients of directional basis functions, such as spherical harmonics or spherical Gaussians, where the final color is computed as a function of these coefficients and the viewing direction.  
• 3D Gaussian Splatting: Best-of-Both Worlds. 3D GS [10] is an explicit radiance field with the advantages of implicit radiance fields","[10] B. Kerbl, G. Kopanas, T. Leimk ¨uhler, and G. Drettakis, “3d gaussian splatting for real-time radiance field rendering,” ACM Trans. Graph., vol. 42, no. 4, 2023."
"The pixel color $C ( \\pmb { r } )$ is computed through a line integral along the ray $\\mathbf { } r ( t ) .$ , mathematically expressed as [12]:  
$$
C ( \\pmb { r } ) = \\int _ { t _ { \\mathrm { n e a r } } } ^ { t _ { \\mathrm { f a r } } } T ( t ) \\sigma ( \\pmb { r } ( t ) ) c ( \\pmb { r } ( t ) , \\pmb { d } ) d t ,
$$  
where $\\sigma ( \\boldsymbol { r } ( t ) )$ is the volume density at point $\\boldsymbol { r } ( t ) , \\boldsymbol { c } ( \\boldsymbol { r } ( t ) , d )$ is the color at that point, and $T ( t )$ is the transmittance","[12] B. Mildenhall, P. P. Srinivasan, M. Tancik, J. T. Barron, R. Ramamoorthi, and R. Ng, “Nerf: Representing scenes as neural radiance fields for view synthesis,” in Proc. Eur. Conf. Comput. Vis., 2020, pp. 405–421."
NeRF [12] shares the same spirit of ray-marching and introduces importance sampling and positional encoding to improve the quality of synthesized images,"[12] B. Mildenhall, P. P. Srinivasan, M. Tancik, J. T. Barron, R. Ramamoorthi, and R. Ng, “Nerf: Representing scenes as neural radiance fields for view synthesis,” in Proc. Eur. Conf. Comput. Vis., 2020, pp. 405–421."
"Its simplest form [38] rasterizes point clouds with a fixed size, which introduces drawbacks such as holes and rendering artifacts","[38] J. P. Grossman and W. J. Dally, “Point sample rendering,” in Render. Tech., 1998, pp. 181–192."
"Seminal works addressed these limitations through various methods, including: i) splatting point primitives with a spatial extent [14], [15], [39], [40], and ii) more recently, embedding neural features directly into points for subsequent network-based rendering [41], [42]. 3D GS uses 3D Gaussian as the point primitive that contains explicit attributes (e.g., color and opacity) instead of implicit neural features","[14] M. Zwicker, H. Pfister, J. Van Baar, and M. Gross, “Surface splatting,” in Proceedings of the 28th annual conference on Computer graphics and interactive techniques, 2001, pp. 371–378.;[15] L. Ren, H. Pfister, and M. Zwicker, “Object space ewa surface splatting: A hardware accelerated approach to high quality point rendering,” in Comput. Graph. Forum, no. 3, 2002, pp. 461–470.;[39] M. Zwicker, H. Pfister, J. Van Baar, and M. Gross, “Ewa volume splatting,” in Proceedings Visualization, 2001. VIS’01., 2001, pp. 29– 538.;[40] “Ewa splatting,” IEEE Trans. Vis. Comput. Graph., vol. 8, no. 3, pp. 223–238, 2002.;[41] K.-A. Aliev, A. Sevastopolsky, M. Kolos, D. Ulyanov, and V. Lempitsky, “Neural point-based graphics,” in Proc. Eur. Conf. Comput. Vis., 2020, pp. 696–712.;[42] D. R ¨uckert, L. Franke, and M. Stamminger, “Adop: Approximate differentiable one-pixel point rendering,” ACM Trans. Graph., vol. 41, no. 4, pp. 1–14, 2022."
"The rendering approach, i.e., pointbased $\\alpha$ -blending (exemplified in Eq. 5), shares the same image formation model as NeRF-style volumetric rendering (Eq. 3) [10], but demonstrates substantial speed advantages","[10] B. Kerbl, G. Kopanas, T. Leimk ¨uhler, and G. Drettakis, “3d gaussian splatting for real-time radiance field rendering,” ACM Trans. Graph., vol. 42, no. 4, 2023."
"Point-based methods render point clouds using rasterization, which inherently benefits from parallel computational strategies [43].  
3D GS offers a breakthrough in real-time, high-resolution image rendering, without relying on deep neural networks","[43] C. Lassner and M. Zollhofer, “Pulsar: Efficient sphere-based neural rendering,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2021, pp. 1440–1449."
"Such a paradigm struggles with high-resolution image synthesis, failing to achieve real-time rendering, especially for platforms with limited computing resources [10]","[10] B. Kerbl, G. Kopanas, T. Leimk ¨uhler, and G. Drettakis, “3d gaussian splatting for real-time radiance field rendering,” ACM Trans. Graph., vol. 42, no. 4, 2023."
"By contrast, 3D GS begins by projecting these 3D Gaussians onto a pixelbased image plane, a process termed “splatting” [39], [40] (see Fig. 3b)","[39] M. Zwicker, H. Pfister, J. Van Baar, and M. Gross, “Ewa volume splatting,” in Proceedings Visualization, 2001. VIS’01., 2001, pp. 29– 538.;[40] “Ewa splatting,” IEEE Trans. Vis. Comput. Graph., vol. 8, no. 3, pp. 223–238, 2002."
"Mathematically, given the 3D covariance matrix $\\pmb { \\Sigma }$ describing a 3D Gaussian’s spatial distribution, and the viewing transformation matrix $W$ , the 2D covariance matrix $\\Sigma ^ { \\prime }$ characterizing the projected 2D Gaussian is computed through:  
$$
\\pmb { \\Sigma } ^ { \\prime } = \\pmb { J } \\pmb { W } \\pmb { \\Sigma } \\pmb { W } ^ { \\top } \\pmb { J } ^ { \\top } ,
$$  
where $J$ is the Jacobian of the affine approximation of the projective transformation [10], [39]","[10] B. Kerbl, G. Kopanas, T. Leimk ¨uhler, and G. Drettakis, “3d gaussian splatting for real-time radiance field rendering,” ACM Trans. Graph., vol. 42, no. 4, 2023.;[39] M. Zwicker, H. Pfister, J. Van Baar, and M. Gross, “Ewa volume splatting,” in Proceedings Visualization, 2001. VIS’01., 2001, pp. 29– 538."
This is because its mappings are not affine and therefore cannot directly project $\\pmb { \\Sigma }$ . 3D GS adopts an affine one proposed in [39] which approximates the projective transformation using the first two terms (including $J$ ) of the Taylor expansion (see Sec. 4.4 in [39]),"[39] M. Zwicker, H. Pfister, J. Van Baar, and M. Gross, “Ewa volume splatting,” in Proceedings Visualization, 2001. VIS’01., 2001, pp. 29– 538."
"To avoid the cost computation of deriving Gaussians for each pixel, 3D GS shifts the precision from pixel-level to patch-level detail, which is inspired by tilebased rasterization [43]","[43] C. Lassner and M. Zollhofer, “Pulsar: Efficient sphere-based neural rendering,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2021, pp. 1440–1449."
Each tile comprises $1 6 \\times 1 6$ pixels as suggested in [10]. 3D GS further determines which tiles intersect with these projected Gaussians,"[10] B. Kerbl, G. Kopanas, T. Leimk ¨uhler, and G. Drettakis, “3d gaussian splatting for real-time radiance field rendering,” ACM Trans. Graph., vol. 42, no. 4, 2023."
"In the official implementation of the original paper [10], the framework regards the processing of tiles and pixels as analogous to the blocks and threads, respectively, in CUDA programming architecture","[10] B. Kerbl, G. Kopanas, T. Leimk ¨uhler, and G. Drettakis, “3d gaussian splatting for real-time radiance field rendering,” ACM Trans. Graph., vol. 42, no. 4, 2023."
Note that a good initialization is essential to convergence and reconstruction quality [44],"[44] K. Cheng, X. Long, K. Yang, Y. Yao, W. Yin, Y. Ma, W. Wang, and X. Chen, “Gaussianpro: 3d gaussian splatting with progressive propagation,” in Proc. ACM Int. Conf. Mach. Learn., 2024."
"These are: i) 3D GS for Sparse Input [45]–[55] (Sec. 4.1), ii) Memoryefficient 3D GS [56]–[64] (Sec. 4.2), iii) Photorealistic 3D GS [65]–[80] (Sec. 4.3), iv) Improved Optimization Algorithms [22], [77], [81]–[86] (Sec. 4.4), v) 3D Gaussian with More Properties [87]–[93] (Sec. 4.5), vi) Hybrid Representation [94]–[96] (Sec. 4.6), and vii) New Rendering Algorithm (Sec. 4.7)","[22] T. Lu, M. Yu, L. Xu, Y. Xiangli, L. Wang, D. Lin, and B. Dai, “Scaffold-gs: Structured 3d gaussians for view-adaptive rendering,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[45] H. Xiong, S. Muttukuru, R. Upadhyay, P. Chari, and A. Kadambi, “Sparsegs: Real-time 360 {\\deg} sparse view synthesis using gaussian splatting,” arXiv preprint arXiv:2312.00206, 2023.;[46] Z. Zhu, Z. Fan, Y. Jiang, and Z. Wang, “Fsgs: Real-time fewshot view synthesis using gaussian splatting,” in Proc. Eur. Conf. Comput. Vis., 2024.;[47] D. Charatan, S. Li, A. Tagliasacchi, and V. Sitzmann, “pixelsplat: 3d gaussian splats from image pairs for scalable generalizable 3d reconstruction,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[48] S. Szymanowicz, C. Rupprecht, and A. Vedaldi, “Splatter image: Ultra-fast single-view 3d reconstruction,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[49] J. Li, J. Zhang, X. Bai, J. Zheng, X. Ning, J. Zhou, and L. Gu, “Dngaussian: Optimizing sparse-view 3d gaussian radiance fields with global-local depth normalization,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[50] A. Swann, M. Strong, W. K. Do, G. S. Camps, M. Schwager, and M. Kennedy III, “Touch-gs: Visual-tactile supervised 3d gaussian splatting,” arXiv preprint arXiv:2403.09875, 2024.;[51] Y. Chen, H. Xu, C. Zheng, B. Zhuang, M. Pollefeys, A. Geiger, T.-J. Cham, and J. Cai, “Mvsplat: Efficient 3d gaussian splatting from sparse multi-view images,” in Proc. Eur. Conf. Comput. Vis., 2024.;[52] C. Wewer, K. Raj, E. Ilg, B. Schiele, and J. E. Lenssen, “latentsplat: Autoencoding variational gaussians for fast generalizable 3d reconstruction,” arXiv preprint arXiv:2403.16292, 2024.;[53] Y. Xu, Z. Shi, W. Yifan, H. Chen, C. Yang, S. Peng, Y. Shen, and G. Wetzstein, “Grm: Large gaussian reconstruction model for efficient 3d reconstruction and generation,” arXiv preprint arXiv:2403.14621, 2024.;[54] Q. Shen, X. Yi, Z. Wu, P. Zhou, H. Zhang, S. Yan, and X. Wang, “Gamba: Marry gaussian splatting with mamba for single view 3d reconstruction,” arXiv preprint arXiv:2403.18795, 2024.;[55] J. Zhang, J. Li, X. Yu, L. Huang, L. Gu, J. Zheng, and X. Bai, “Corgs: Sparse-view 3d gaussian splatting via co-regularization,” in Proc. Eur. Conf. Comput. Vis., 2024.;[56] Z. Fan, K. Wang, K. Wen, Z. Zhu, D. ${ \\tt X u } ,$ and Z. Wang, “Lightgaussian: Unbounded 3d gaussian compression with 15x reduction and $2 0 0 +$ fps,” arXiv preprint arXiv:2311.17245, 2023.;[57] K. Navaneet, K. P. Meibodi, S. A. Koohpayegani, and H. Pirsiavash, “Compact3d: Compressing gaussian splat radiance field models with vector quantization,” arXiv preprint arXiv:2311.18159, 2023.;[58] J. C. Lee, D. Rho, X. Sun, J. H. Ko, and E. Park, “Compact 3d gaussian representation for radiance field,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[59] W. Morgenstern, F. Barthel, A. Hilsmann, and P. Eisert, “Compact 3d scene representation via self-organizing gaussian grids,” arXiv preprint arXiv:2312.13299, 2023.;[60] X. Zhang, X. Ge, T. Xu, D. He, Y. Wang, H. Qin, G. Lu, J. Geng, and J. Zhang, “Gaussianimage: 1000 fps image representation and compression by 2d gaussian splatting,” in Proc. Eur. Conf. Comput. Vis., 2024.;[61] S. Niedermayr, J. Stumpfegger, and R. Westermann, “Compressed 3d gaussian splatting for accelerated novel view synthesis,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[62] Y. Chen, Q. Wu, J. Cai, M. Harandi, and W. Lin, “Hac: Hash-grid assisted context for 3d gaussian splatting compression,” in Proc. Eur. Conf. Comput. Vis., 2024.;[63] P. Papantonakis, G. Kopanas, B. Kerbl, A. Lanvin, and G. Drettakis, “Reducing the memory footprint of 3d gaussian splatting,” in I3D, 2024, pp. 1–17.;[64] G. Fang and B. Wang, “Mini-splatting: Representing scenes with a constrained number of gaussians,” arXiv preprint arXiv:2403.14166, 2024;[65] Z. Yu, A. Chen, B. Huang, T. Sattler, and A. Geiger, “Mipsplatting: Alias-free 3d gaussian splatting,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024, pp. 19 447–19 456.;[66] J. Gao, C. Gu, Y. Lin, H. Zhu, X. Cao, L. Zhang, and Y. Yao, “Relightable 3d gaussian: Real-time point cloud relighting with brdf decomposition and ray tracing,” arXiv preprint arXiv:2311.16043, 2023.;[67] Z. Yan, W. F. Low, Y. Chen, and G. H. Lee, “Multi-scale 3d gaussian splatting for anti-aliased rendering,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[68] Y. Jiang, J. Tu, Y. Liu, X. Gao, X. Long, W. Wang, and Y. Ma, “Gaussianshader: 3d gaussian splatting with shading functions for reflective surfaces,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[69] B. Lee, H. Lee, X. Sun, U. Ali, and E. Park, “Deblurring 3d gaussian splatting,” arXiv preprint arXiv:2401.00834, 2024.;[70] D. Malarz, W. Smolak, J. Tabor, S. Tadeja, and P. Spurek, “Gaussian splitting algorithm with color and opacity depended on viewing direction,” arXiv preprint arXiv:2312.13729, 2023.;[71] L. Bolanos, S.-Y. Su, and H. Rhodin, “Gaussian shadow casting for neural characters,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[72] L. Radl, M. Steiner, M. Parger, A. Weinrauch, B. Kerbl, and M. Steinberger, “Stopthepop: Sorted gaussian splatting for viewconsistent real-time rendering,” ACM Trans. Graph., 2024.;[73] Z. Yang, X. Gao, Y. Sun, Y. Huang, X. Lyu, W. Zhou, S. Jiao, X. $\\mathrm { \\ Q i , }$ and X. Jin, “Spec-gaussian: Anisotropic view-dependent appearance for 3d gaussian splatting,” arXiv preprint arXiv:2402.15870, 2024.;[74] C. Peng, Y. Tang, Y. Zhou, N. Wang, X. Liu, D. Li, and R. Chellappa, “Bags: Blur agnostic gaussian splatting through multiscale kernel modeling,” arXiv preprint arXiv:2403.04926, 2024.;[75] L. Zhao, P. Wang, and P. Liu, “Bad-gaussians: Bundle adjusted deblur gaussian splatting,” arXiv preprint arXiv:2403.11831, 2024.;[76] H. Dahmani, M. Bennehar, N. Piasco, L. Roldao, and D. Tsishkou, “Swag: Splatting in the wild images with appearanceconditioned gaussians,” arXiv preprint arXiv:2403.10427, 2024.;[77] Y. Li, C. Lyu, Y. Di, G. Zhai, G. H. Lee, and F. Tombari, “Geogaussian: Geometry-aware gaussian splatting for scene rendering,” arXiv preprint arXiv:2403.11324, 2024.;[78] Z. Liang, Q. Zhang, W. Hu, Y. Feng, L. Zhu, and K. Jia, “Analyticsplatting: Anti-aliased 3d gaussian splatting via analytic integration,” arXiv preprint arXiv:2403.11056, 2024.;[79] O. Seiskari, J. Ylilammi, V. Kaatrasalo, P. Rantalankila, M. Turkulainen, J. Kannala, E. Rahtu, and A. Solin, “Gaussian splatting on the move: Blur and rolling shutter compensation for natural camera motion,” arXiv preprint arXiv:2403.13327, 2024.;[80] X. Song, J. Zheng, S. Yuan, H.-a. Gao, J. Zhao, X. He, W. Gu, and H. Zhao, “Sa-gs: Scale-adaptive gaussian splatting for trainingfree anti-aliasing,” arXiv preprint arXiv:2403.19615, 2024.;[81] Y. Fu, S. Liu, A. Kulkarni, J. Kautz, A. A. Efros, and X. Wang, “Colmap-free 3d gaussian splatting,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[82] J. Jung, J. Han, H. An, J. Kang, S. Park, and S. Kim, “Relaxing accurate initialization constraint for 3d gaussian splatting,” arXiv preprint arXiv:2403.09413, 2024.;[83] M. Yu, T. Lu, L. Xu, L. Jiang, Y. Xiangli, and B. Dai, “Gsdf: 3dgs meets sdf for improved rendering and reconstruction,” arXiv preprint arXiv:2403.16964, 2024.;[84] J. Zhang, F. Zhan, M. Xu, S. Lu, and E. Xing, “Fregs: 3d gaussian splatting with progressive frequency regularization,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[85] L. Huang, J. Bai, J. Guo, and Y. Guo, $^ { \\prime \\prime } G s { + + }$ : Error analyzing and optimal gaussian splatting,” arXiv preprint arXiv:2402.00752, 2024.;[86] J. Li, L. Cheng, Z. Wang, T. Mu, and J. He, “Loopgaussian: Creating 3d cinemagraph with multi-view images via eulerian motion field,” arXiv preprint arXiv:2404.08966, 2024.;[87] J.-C. Shi, M. Wang, H.-B. Duan, and S.-H. Guan, “Language embedded 3d gaussians for open-vocabulary scene understanding,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[88] M. Qin, W. Li, J. Zhou, H. Wang, and H. Pfister, “Langsplat: 3d language gaussian splatting,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[89] X. Zuo, P. Samangouei, Y. Zhou, Y. Di, and M. Li, “Fmgs: Foundation model embedded 3d gaussian splatting for holistic 3d scene understanding,” arXiv preprint arXiv:2401.01970, 2024.;[90] S. Zhou, H. Chang, S. Jiang, Z. Fan, Z. Zhu, D. Xu, P. Chari, S. You, Z. Wang, and A. Kadambi, “Feature 3dgs: Supercharging 3d gaussian splatting to enable distilled feature fields,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[91] M. Ye, M. Danelljan, F. Yu, and L. Ke, “Gaussian grouping: Segment and edit anything in 3d scenes,” in Proc. Eur. Conf. Comput. Vis., 2024.;[92] J. Cen, J. Fang, C. Yang, L. Xie, X. Zhang, W. Shen, and Q. Tian, “Segment any 3d gaussians,” arXiv preprint arXiv:2312.00860, 2023.;[93] Z. Yang, H. Yang, Z. Pan, X. Zhu, and L. Zhang, “Real-time photorealistic dynamic scene representation and rendering with 4d gaussian splatting,” in Proc. Int. Conf. Learn. Represent., 2024.;[94] Z. Yang, X. Gao, W. Zhou, S. Jiao, Y. Zhang, and X. Jin, “Deformable 3d gaussians for high-fidelity monocular dynamic scene reconstruction,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[95] G. Wu, T. Yi, J. Fang, L. Xie, X. Zhang, W. Wei, W. Liu, Q. Tian, and X. Wang, $^ { \\prime \\prime } { 4 \\mathrm { d } }$ gaussian splatting for real-time dynamic scene rendering,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024.;[96] Y. Xu, B. Chen, Z. Li, H. Zhang, L. Wang, Z. Zheng, and Y. Liu, “Gaussian head avatar: Ultra high-fidelity head avatar via dynamic gaussians,” in Proc. IEEE Conf. Comput. Vis. Pattern Recognit., 2024."
