sentence,references
"Despite their advantages in rendering speed, point clouds can suffer from data redundancy, particularly when representing smooth surfaces or empty regions, potentially leading to large data sizes [3].​  
In contrast, neural implicit surfaces, exemplified by methods like Neural Radiance Fields (NeRF), represent geometry implicitly [6,21]",[3] 3D Gaussian Splatting (3DGS) 三维重建算法入门详解 https://blog.csdn.net/weixin_48978134/article/details/141218932
"Implicit representations avoid explicitly storing geometry, often resulting in a compact memory footprint [3] and enabling high-fidelity reconstruction, particularly for complex visual effects like view-dependent appearances",[3] 3D Gaussian Splatting (3DGS) 三维重建算法入门详解 https://blog.csdn.net/weixin_48978134/article/details/141218932
"However, they infer point properties indirectly [21], and query operations often require network inference, which can be computationally intensive and impact real-time performance compared to explicit rasterization methods",[21] 3D Gaussian Splatting 调研：SLAM与自动驾驶应用 https://blog.csdn.net/gwplovekimi/article/details/135397265
"Furthermore, accurately reconstructing complex or large-scale scenes with implicit methods presents challenges in balancing model capacity, geometric accuracy, and memory efficiency [12].​  
3D Gaussian Splatting adopts a distinct geometric representation: a set of learnable 3D Gaussian distributions [15,18,20]","[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
"Unlike discrete points or mesh facets, each Gaussian is a continuous, anisotropic ellipsoid, allowing for a more detailed and viewdependent scene representation [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
This explicit nature enables compatibility with efficient GPU-based rasterization pipelines [31] and facilitates fast optimization and efficient operations like segmentation [6],[6] FlashSplat: 最优解2D到3D高斯分割，提速50倍 https://cloud.tencent.com/developer/article/2482781;[31] Gaussian Splatting: A Review of 3D Reconstruction  https://blog.csdn.net/weixin_44478317/article/details/143615549​
"By using Gaussians, 3DGS retains some benefits associated with continuous volumetric fields, such as handling transparency and view-dependent effects, while avoiding the computational burden of sampling empty space, a common challenge in traditional volumetric or some implicit methods [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"These sampled values are then integrated along the ray using volume rendering techniques to determine the final pixel color [1,5,7].​  
NeRF offers several advantages, including the ability to produce high-quality visual representations [3,16,18,20] and a potentially small memory footprint due to its implicit nature [3]",[3] 3D Gaussian Splatting (3DGS) 三维重建算法入门详解 https://blog.csdn.net/weixin_48978134/article/details/141218932
"Its continuous representation is also beneficial for optimization [31].​  
Despite its success and quality, NeRF is characterized by significant limitations, particularly concerning computational efficiency",[31] Gaussian Splatting: A Review of 3D Reconstruction  https://blog.csdn.net/weixin_44478317/article/details/143615549​
"For instance, HDR-NeRF, an advanced NeRF variant, reportedly requires 9 hours for training and 8.2 seconds to render a single $4 0 0 \\times 4 0 0$ image [11]","[11] HDR-GS：首个可渲染HDR场景的3D高斯模型，速度提升1000倍 https://baijiahao.baidu.com/s?   
id=1818040753407886776&wfr=spider&for=pc​"
The stochastic sampling during rendering can also introduce costly noise [31],[31] Gaussian Splatting: A Review of 3D Reconstruction  https://blog.csdn.net/weixin_44478317/article/details/143615549​
"Furthermore, NeRF struggles with efficiently representing empty spaces [36] and its performance can be heavily dependent on the scene characteristics and image capture methodology [36]","[36] 3D Gaussian Splatting：原理、优势与快速渲染 https://mp.weixin.qq.com/s?   
__biz $\\mathrel { \\mathop : } =$ MzU1NjEwMTY0Mw $\\scriptstyle = =$ &mid=2247589043&idx $\\mathop { : = }$ 1&sn $\\ c =$ 30b85681589e7b3a750c12ad428af77e&chksm=fa4bca88209fa312   
385bec3be094bd519cd238f8efd762d9c76d69bb9761432cd70908288cca&scene=27"
"These include methods using spatial data structures or different encodings to accelerate volumetric raymarching, such as NGP and Plenoxels [36]","[36] 3D Gaussian Splatting：原理、优势与快速渲染 https://mp.weixin.qq.com/s?   
__biz $\\mathrel { \\mathop : } =$ MzU1NjEwMTY0Mw $\\scriptstyle = =$ &mid=2247589043&idx $\\mathop { : = }$ 1&sn $\\ c =$ 30b85681589e7b3a750c12ad428af77e&chksm=fa4bca88209fa312   
385bec3be094bd519cd238f8efd762d9c76d69bb9761432cd70908288cca&scene=27"
"MERF, for example, attempts to accelerate rendering by pre-baking ray tracing results into volume textures, though this can compromise detail and shape fidelity [37]","[37] 3D Gaussian Splatting：原理、优势与应用 https://mp.weixin.qq.com/s? _biz $: =$ MzU1NjEwMTY0Mw $\\scriptstyle = =$ &mid $\\ c =$ 2247593665&idx $\\mathrel { \\mathop : }$ 1&sn $=$ 8bfc3d886981bcfb5a69f77f8a18882b&chksm=fad12a78cdae62be   
b5ef09f27348c47062c722b367ec3cda9e75e2e4ae1513312833ba133131&scene=27"
"Other neural implicit representations have also been applied to tasks like 3D scene reconstruction, facing similar computational challenges [6]",[6] FlashSplat: 最优解2D到3D高斯分割，提速50倍 https://cloud.tencent.com/developer/article/2482781
"Discrete point cloud representations are noted for their efficiency and precision in recording only occupied space and facilitating real-time rendering through rasterization on modern GPUs, differing from methods reliant on sampling [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
Point-based methods can enable real-time rendering and are often easier to edit and adapt for dynamic scenes compared to other representations [18],[18] 高斯溅射技术：原理、对比、优劣势与应用 https://blog.csdn.net/zhu_zhu_xia/article/details/146535180
"This  
technique creates a diffusion-like effect on the image plane when projecting 3D points, and the combined effect forms the final image [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"This contrasts with passive ray tracing methods which trace rays from the camera into the scene [1,21].​  
3D Gaussian Splatting (3DGS) leverages and extends the traditional splatting technique for rendering point clouds [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"It utilizes anisotropic 3D Gaussian functions to represent the scene, effectively addressing issues like holes and aliasing often encountered in traditional point-based rendering by providing a more coherent and continuous scene representation [27]",[27] 3D Gaussian Splatting 技术综述：影响与未来 http://mt.sohu.com/a/810946348_121124366​
"These Gaussians, represented as ellipsoids, are bound to attributes such as opacity, color, and spherical harmonic coefficients for alpha blending during rendering [12]. 3DGS employs rasterization for efficient and high-quality rendering, combining aspects of explicit representation (the Gaussians) and implicit features (learnable attributes) [8,15]","[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
"By using splatting, 3DGS maximizes the utility of initial point cloud data [15].​  
Before rendering techniques like 3DGS can synthesize novel views, an initial 3D representation of the scene is required","[15] 3D Gaussian Splatting 学习记录：基于CUDA加速的点云实时渲染   
https://blog.csdn.net/weixin_46933478/article/details/134195335​"
Libraries like COLMAP are commonly used for this purpose [7],[7] 3D高斯泼溅 (3DGS)：从新视角合成到实时渲染 https://segmentfault.com/a/1190000045168206​
"Mathematically, a 3D Gaussian distribution is defined by its mean 𝜇 and covariance Σ [24]",[24] 3D高斯喷洒(3D Gaussian Splatting)最新综述 https://www.bilibili.com/read/cv30024926​
"This matrix implicitly encodes rotation and scaling factors [21], which can be optimized via parameters like scale $s$ and quaternion $q$ through gradient descent [21]",[21] 3D Gaussian Splatting 调研：SLAM与自动驾驶应用 https://blog.csdn.net/gwplovekimi/article/details/135397265
"Together with position, scaling, and rotation, these parameters allow each Gaussian to have a clear physical significance [13].​  
These parameters are fundamental to modeling the scene's appearance and geometry",[13] GS-Hider: 3D Gaussian Splatting Steganography for  http://www.paperreading.club/page?id $\\begin{array} { r } { { \\bf \\Pi } = \\frac { \\bf { \\Pi } } { \\bf { \\Pi } } } \\end{array}$ 228979
This anisotropy is crucial for representing complex shapes and capturing fine geometric details accurately by dictating how the splat stretches or scales [4],"[4] 3D Gaussian Splatting: A Breakthrough in Realistic https://www.chaos.com/blog/3d-gaussian-splatting-new-frontier-in  
rendering​"
Color and spherical harmonic coefficients model the surface appearance and texture [3],[3] 3D Gaussian Splatting (3DGS) 三维重建算法入门详解 https://blog.csdn.net/weixin_48978134/article/details/141218932
Using multiple SH coefficients allows capturing more detailed color variations [3],[3] 3D Gaussian Splatting (3DGS) 三维重建算法入门详解 https://blog.csdn.net/weixin_48978134/article/details/141218932
"All these attributes are learnable parameters, optimized through backpropagation during the training process to match the known dataset images [27]",[27] 3D Gaussian Splatting 技术综述：影响与未来 http://mt.sohu.com/a/810946348_121124366​
"The center of the Gaussian is typically set to the 3D position of the corresponding point cloud point, while other parameters, such as covariance (scale and rotation) and opacity, are often initialized randomly or based on simple heuristics [19]",[19] 3D Gaussian Splatting 技术详解：快速高质量的新视图合成 https://blog.csdn.net/m0_37604894/article/details/137864723
"While SfM-based initialization from sparse points is prevalent, particularly after processes involving steps like COLMAP estimation [26], other initialization strategies exist, including random initialization [2,27], voxel grid sampling, or dense initialization using depth maps [14]","[14] 3D高斯溅射：原理、应用与未来 https://ai-bot.cn/what-is-3d-gaussian-splatting/​;[26] 3D高斯溅射技术：2024科研热点与实时渲染新突破 https://baijiahao.baidu.com/s?   
id=1790223574185150235&wfr=spider&for=pc​"
Initialization from sparse points is noted for preserving continuous volumetric properties efficiently [30],[30] 3D Gaussian Splatting：最新技术详解与SLAM应用 https://learning.sohu.com/a/750306807_121124366​
A crucial aspect for achieving correct transparency and view-dependent effects is the sorting of projected Gaussians [27],[27] 3D Gaussian Splatting 技术综述：影响与未来 http://mt.sohu.com/a/810946348_121124366​
Gaussians must be rendered in back-to-front order relative to the camera view to correctly apply alpha blending [22],"[22] 照片生成3D场景：3DGS技术解析与应用   
https://www.find.org.tw/index/tech_obser/browse/7eaa3e8ffc7876e74509befd5ed50b8a/​"
Alpha blending is a standard technique for mixing colors based on transparency values [1],[1] 3D Gaussian Splatting：3D 渲染新纪元 https://blog.csdn.net/2302_80643506/article/details/145718251
"The opacity  
$$
\\alpha _ { i } ^ { \\prime } = \\alpha _ { i } \\times \\exp \\left( - \\frac { 1 } { 2 } \\left( x ^ { \\prime } - \\pmb { \\mu } _ { i } ^ { \\prime } \\right) ^ { \\top } \\left( \\pmb { \\Sigma } _ { i } ^ { \\prime } \\right) ^ { - 1 } \\left( x ^ { \\prime } - \\pmb { \\mu } _ { i } ^ { \\prime } \\right) \\right)
$$  
of a Gaussian i at a projected point $\\mathsf { x ^ { \\prime } }$ on the image plane is calculated based on its 3D opacity α_i and its 2D Gaussian distribution evaluated at $\\mathsf { x ^ { \\prime } }$ [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"$$  
This process is deterministic and differentiable [19]",[19] 3D Gaussian Splatting 技术详解：快速高质量的新视图合成 https://blog.csdn.net/m0_37604894/article/details/137864723
"Within each tile, visible Gaussians are selected [20], sorted by depth (often using a combination of tile ID and depth for efficient parallel processing) [27], and then splatted and blended in parallel using GPU capabilities like CUDA blocks and threads [15,20,23,26,27]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524;[27] 3D Gaussian Splatting 技术综述：影响与未来 http://mt.sohu.com/a/810946348_121124366​
"The rendering algorithm also supports anisotropic splatting, further contributing to accelerated rendering and training [16,17,30].​  
The differentiability of the entire rendering pipeline is a significant advantage [25]",[25] 3D Gaussian Splatting 综述 https://paper.nweon.com/15149​
"These gradients can then be used in standard gradient-based optimization techniques, such as stochastic gradient descent, to refine the parameters of the 3D Gaussians during the training phase [23]",[23] 3D Gaussian Splatting：介绍、基础知识及进展 https://roll.sohu.com/a/761286340_121124366
"This enables the model to accurately reconstruct the 3D scene and synthesize high-quality novel views by minimizing a loss function based on the rendered output, for instance, the squared error between a rendered mask and a ground truth mask​ $\\mathcal F = \\sum _ { i \\in \\mathrm { p i x e l s } } \\left( M _ { i } - \\hat { M } _ { i } \\right) ^ { 2 } ,$  
as described in [6]",[6] FlashSplat: 最优解2D到3D高斯分割，提速50倍 https://cloud.tencent.com/developer/article/2482781
The rapid backpropagation capability facilitated by the differentiable GPU rendering is crucial for accelerating the training process [23],[23] 3D Gaussian Splatting：介绍、基础知识及进展 https://roll.sohu.com/a/761286340_121124366
D-SSIM specifically enhances the structural similarity measure with depth information [7],[7] 3D高斯泼溅 (3DGS)：从新视角合成到实时渲染 https://segmentfault.com/a/1190000045168206​
"Specialized loss functions may also be used for specific applications, such as combined LDR and HDR losses for High Dynamic Range scenes [11]","[11] HDR-GS：首个可渲染HDR场景的3D高斯模型，速度提升1000倍 https://baijiahao.baidu.com/s?   
id=1818040753407886776&wfr=spider&for=pc​"
The minimization of this loss function and the subsequent parameter updates are performed using gradient descent-based optimization algorithms [3],[3] 3D Gaussian Splatting (3DGS) 三维重建算法入门详解 https://blog.csdn.net/weixin_48978134/article/details/141218932
"Stochastic Gradient Descent (SGD) is a common choice [1,20,22,23], while the Adam optimizer is also explicitly utilized [7]",[7] 3D高斯泼溅 (3DGS)：从新视角合成到实时渲染 https://segmentfault.com/a/1190000045168206​
"Activation functions are applied to constrain certain parameters, such as a sigmoid for opacity to keep it within  and an exponential function for scale [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
This process focuses on areas with missing geometry or overly dispersed Gaussians [27],[27] 3D Gaussian Splatting 技术综述：影响与未来 http://mt.sohu.com/a/810946348_121124366​
Some methods also incorporate regularization terms to guide the splitting process based on local geometry [8],"[8] 计图开源：高斯网—实时大尺度几何变形的新型高斯溅射方法 https://cg.cs.tsinghua.edu.cn/jittor/news/2024-09-30-11-43-   
00-00-GaussianMesh/"
Pruning removes Gaussians that are redundant or have minimal impact on the rendered image [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
Overly large Gaussians may also be pruned [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Efficiency constitutes a fundamental metric for evaluating 3D Gaussian Splatting (3DGS) techniques, encompassing considerations across storage, training, and rendering phases [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
Storage efficiency is a critical challenge due to the substantial memory footprint required by millions of Gaussian primitives used to represent complex scenes [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"These primitives, storing geometric and appearance attributes, can lead to considerable storage overhead, particularly in large-scale environments [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Another strategy involves pruning less important Gaussian primitives, thereby reducing the total primitive count [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"LightGaus implements pruning based on global importance scores [2], while CityGaussianV2 prunes primitives with low importance scores during the training process itself",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"The importance score in CityGaussianV2 is calculated based on opacity contribution:​  
$$
I m p o r t a n c e = \\sum _ { i \\in \\Omega } \\sum _ { n } o _ { n }
$$  
where $\\Omega$ is the set of pixels for the $\\mathbf { \\chi } _ { i }$ -th training view, and $o _ { n }$ ​ is the opacity of the $n$ -th primitive [12]","[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
CityGaussianV2 also incorporates quantization for large-scale scene storage [12],"[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
"Beyond VQ and pruning, alternative representations like SelfOrganizing Gaussians, Scaffold-GS, and GES explore novel ways to enhance representation efficiency [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Challenges include the demands of rasterization and differentiation steps, as well as managing memory and parallel processing, particularly for large scenes [12]","[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
Techniques like DISTWAR are developed to speed up atomic operations crucial for differentiable rendering within the 3DGS pipeline [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
The utilization of custom CUDA kernels and optimized fast rasterization further contributes to training acceleration [20],[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"Pipeline optimizations, such as the unified training and compression process in CityGaussianV2, aim to streamline the workflow and reduce redundant steps [12]","[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
"Future directions involve exploring more efficient data structures, advanced parallelization strategies, and hardware-specific optimizations [20].​  
Rendering efficiency is paramount for achieving real-time performance, a key advantage of Gaussian-based methods [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423;[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"Within tiles, visible Gaussians are selected, sorted by depth, and splatted until opacity saturation [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"Reducing the overall Gaussian count contributes to rendering performance [2], though this involves a trade-off with visual fidelity",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
Dedicated hardware solutions like GSCore have also been proposed to specifically optimize the 3DGS rendering pipeline [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"A significant challenge in 3D Gaussian Splatting (3DGS) is the high storage overhead, primarily due to the requirement of millions of distinct Gaussian primitives to accurately represent scene geometry and appearance [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
Reconstructions of typical outdoor scenes can occupy several hundred megabytes to several gigabytes of explicit storage space [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"This storage burden stems from storing the geometric and appearance attributes of each primitive individually, which can lead to considerable redundancy given the potential similarities among primitives [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Consequently, research efforts have focused on developing techniques to enhance storage efficiency.​  
One prevalent strategy involves applying vector quantization (VQ) to compress the attributes of numerous Gaussian primitives [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
Compact3D exemplifies this approach by applying VQ to compress different Gaussian attributes into distinct codebooks [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Instead of storing the full attributes for each Gaussian, Compact3D stores the index corresponding to the entry in the relevant codebook, thereby reducing storage requirements [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
These strategies typically identify and remove Gaussians deemed less important based on various criteria [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"LightGaus, for instance, proposes a Gaussian pruning strategy guided by global importance scores [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Similarly, CityGaussianV2 reduces storage overhead by pruning Gaussian primitives with low importance scores during the training process [12]","[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
"CityGaussianV2 also incorporates a quantization compression strategy specifically for 2DGS, enabling the storage of large-scale scene reconstruction results with a reported overhead of approximately 400 megabytes [12]","[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
"The effectiveness of VQ-based methods like Compact3D and pruning strategies like LightGaus in compressing attributes and reducing the number of Gaussians must be weighed against these potential impacts on visual quality and rendering performance.​  
Some works explore alternative paradigms beyond traditional non-topological VQ codebooks or simple pruning to address memory concerns [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Self-Organizing Gaussians, for example, employs the concept of self-organizing maps to map Gaussian attributes onto corresponding 2D grids [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Techniques such as Scaffold-GS design anchors and additional attributes for more efficient representation, with the capability to convert back to the standard 3DGS format [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Similarly, GES introduces generalized exponential functions (GEF) mixing as a replacement for the Gaussian representation, claiming effectiveness in fitting arbitrary signals [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"These diverse approaches highlight the ongoing efforts to optimize the storage footprint of 3DGS models through various compression, pruning, and representation techniques.​  
Improving the training efficiency of 3D Gaussian Splatting (3DGS) models is a crucial area of research [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"One notable technique, DISTWAR, aims to accelerate atomic operations within rasterization-based differentiable rendering applications, which are fundamental to the 3DGS training pipeline [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"Beyond specialized operations like those addressed by DISTWAR, the use of custom CUDA kernels and optimized fast rasterization techniques are commonly employed strategies to significantly speed up training [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"This unification, coupled with the elimination of redundant post-processing steps, streamlines the workflow and likely enhances efficiency, although specific quantitative speedups are not detailed in the provided digest [12]","[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
"This is presented as a significant speedup compared to baseline methods which require extensive training time, indicating that optimizing key computational bottlenecks can drastically reduce overall processing time [6].​  
The challenges in accelerating 3DGS training primarily revolve around the computational intensity of the rasterization and differentiation steps, as well as managing memory bandwidth and parallel processing effectively, especially for large scenes [12]","[6] FlashSplat: 最优解2D到3D高斯分割，提速50倍 https://cloud.tencent.com/developer/article/2482781;[12] CityGaussianV2：中科院提出，解决大规模场景三维重建显存爆炸难题 https://baijiahao.baidu.com/s?   
id=1818307733311392387&wfr=spider&for=pc​"
"Potential avenues for further improvement include continued research into more efficient data structures, advanced parallelization strategies, hardware-specific optimizations through custom kernels [20], and novel approaches that reduce the inherent computational complexity of the rendering and optimization process itself",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
"Real-time rendering constitutes a significant advantage of Gaussian-based methods, achieved through various optimization techniques applied to the 3D Gaussian Splatting (3DGS) rendering pipeline [2]",[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
"For each tile, the rendering process identifies the projected 3D Gaussians that intersect with its area [5]",[5] 3D Gaussian Splatting技术：影响与未来 https://it.sohu.com/a/810946348_121124366​
"Relevant Gaussians are copied and assigned a tile identifier, facilitating parallel processing [27]",[27] 3D Gaussian Splatting 技术综述：影响与未来 http://mt.sohu.com/a/810946348_121124366​
The independence of tile and pixel calculations is leveraged for significant speed improvements [5],[5] 3D Gaussian Splatting技术：影响与未来 https://it.sohu.com/a/810946348_121124366​
"Utilizing CUDA-based blocks and threads, the system enables parallel computation across tiles, enhancing access to shared memory and maintaining an ordered reading sequence [5]",[5] 3D Gaussian Splatting技术：影响与未来 https://it.sohu.com/a/810946348_121124366​
"Within each tile’s frustum, visible 3D Gaussians are selected, potentially filtering based on criteria such as a high confidence interval (e.g., greater than $9 9 \\%$ ) [20]",[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
These selected Gaussians are then sorted by depth and splatted in parallel onto the tile until opacity saturation is reached [20],[20] 3D Gaussian Splatting：实时神经场渲染的实现与解析 https://blog.csdn.net/weixin_44321764/article/details/145633524
Reducing the overall number of Gaussian primitives can also contribute to improved storage efficiency and rendering performance [2],[2] 3D Gaussian Splatting 综述：技术、挑战与机遇 https://blog.csdn.net/m0_74310646/article/details/140939423
